Durasi Laptop,Penggunaan Medsos di Laptop,Durasi Medsos di Laptop,Social_Media_Instagram di Laptop,Social_Media_Tiktok di Laptop,Social_Media_Youtube di Laptop,Hiburan Instagram di laptop,Berita Instagram di laptop,Edukasi Instagram di laptop,Teknologi Instagram di laptop,Hobi Instagram di laptop,Hiburan TikTok di laptop,Berita TikTok di laptop,Edukasi TikTok di laptop,Teknologi TikTok di laptop,Hobi TikTok di laptop,Hiburan Youtube di laptop,Berita Youtube di laptop,Edukasi Youtube di laptop,Teknologi Youtube di laptop,Hobi Youtube di laptop,Durasi Ponsel,Penggunaan Medsos di Ponsel,Durasi Medsos di Ponsel,Social_Media_Instagram di Ponsel,Social_Media_Tiktok di Ponsel,Social_Media_Youtube di Ponsel,Hiburan Instagram di ponsel,Berita Instagram di ponsel,Edukasi Instagram di ponsel,Teknologi Instagram di ponsel,Hobi Instagram di ponsel,Hiburan TikTok di ponsel,Berita TikTok di ponsel,Edukasi TikTok di ponsel,Teknologi TikTok di ponsel,Hobi TikTok di ponsel,Hiburan Youtube di ponsel,Berita Youtube di ponsel,Edukasi Youtube di ponsel,Teknologi Youtube di ponsel,Hobi Youtube di ponsel,Organisasi Kampus,Organisasi_Badan Eksekutif Mahasiswa (BEM),Organisasi_Majelis Permusyawaratan Mahasiswa (MPM),Departeman Agama dan Sosial (DEPAGSOS),Departemen Hubungan dan Pengabdian Masyarakat (DHPM),Departemen Ilmu Pengetahuan dan Teknologi ( DIPTEK),Departemen Ketertiban dan Kedisiplinan (DEKEPDIS),Departemen Komunikasi dan Informasi (DEPKOMINFO),Departemen Olahraga (DEPOL),Departemen Pusat Dalam Kampus (DPDK),Departemen Sarana dan Prasarana (DEPSARPRAS),Departemen Seni dan Budaya (DEPSENBUD),UKM kampus,Del Robotic,Paduan Suara,Paduan Gitar,Paduan Tari,Del Programming,Del Cyber,Del English,Google Developer,Radio Del,Del Basket,Del Data Science,Del Badminton,Bootcamp,Hacktiv8,Digitalent,Revou,Codingstudio,Startup Campus,Purwadhika,Pacmann Academy,Dibimbing.id,Binar Academy,Impact Byte,Harisenin.com,Udemy,IDCamp,Dicoding,Rakamin Academy,Sanbercode,Peringkat SD,Peringkat SMP,Peringkat SMA,Nilai US Matematika,Nilai US Fisika,Nilai US Biologi,Nilai US Kimia,Olimpiade,Olimpiade Local,Olimpiade Regional,Olimpiade Nasional,Olimpiade Internasional,Jumlah Saudara,Ayah Belum/tidak bekerja,Ayah Mengurus rumah tangga,Ayah Pensiunan,Ayah Pegawai negeri sipil,Ayah Tentara Nasional Indonesia (TNI),Ayah Kepolisian Republik Indonesia (POLRI),Ayah Perdagangan,Ayah Petani/pekebun,Ayah Lainnya,Pendidikan Ayah,Penghasilan Ayah,Ibu Belum/tidak bekerja,Ibu Mengurus rumah tangga,Ibu Pensiunan,Ibu Pegawai negeri sipil,Ibu Tentara Nasional Indonesia (TNI),Ibu Kepolisian Republik Indonesia (POLRI),Ibu Perdagangan,Ibu Petani/pekebun,Ibu Lainnya,Pendidikan Ibu,Penghasilan Ibu,Programming Skill
0.7028542466152481,1.2734840627314847,1.8996076194113114,0.0,0.0,1.3935065357278664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.06639199484502918,0.0,0.572272092411815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586542254292426,0.8887394319759004,-0.2612419005436359,0.1221434192487027,0.0,1.5238279923163134,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,-0.7846647489656775,1.3700207656362726,0.0,1.5932550136313832,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,-0.6273267544954659,60
0.7028542466152481,1.2734840627314847,1.8996076194113114,0.0,0.0,1.3935065357278664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7095264315461867,0.0,0.0,-0.8857663702495338,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.632993161855452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375905768565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910630177109165,-0.10398055164397958,0.8134605520992882,0.1221434192487027,0.0,0.1481688235169296,0.0,-1.211731275046918,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,1.0221173351145625,0.5088648558077583,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,1.0435825956196936,0.8122530086551271,65
-0.2836762631970003,1.2734840627314847,1.8996076194113114,0.0,0.0,1.3935065357278664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-1.7051407456540382,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375905768565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0842663075690706,-1.0967005352638595,-0.2612419005436359,-1.3852851207474823,0.0,-1.2274903452824542,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6168752933623898,-0.7176141441472844,-1.2363602699857374,-1.2134469638492702,0.0,-0.6276459144608478,0.0,1.6746675127306578,0.0,0.0,0.0,0.0,0.0,1.0435825956196936,1.5320428902304235,70
-0.2836762631970003,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.8857663702495338,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586542254292426,-1.0967005352638595,-0.2612419005436359,-1.3852851207474823,0.0,-1.2274903452824542,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6168752933623898,-0.7176141441472844,-0.7846647489656775,0.5088648558077583,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,0.09246312707983052,58
0.7028542466152481,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.06639199484502918,0.0,0.572272092411815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375997152654919,-0.10398055164397958,-0.2612419005436359,1.6295719592448876,0.0,2.2116575767160054,0.0,-1.211731275046918,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,1.0221173351145625,1.3700207656362726,0.0,1.5932550136313832,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,-1.3471166360707625,39
1.6893847564274964,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.06639199484502918,0.0,0.572272092411815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586542254292426,-1.0967005352638595,-1.33594435318656,1.6295719592448876,0.0,1.5238279923163134,0.0,-1.211731275046918,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,-0.7846647489656775,-0.3522910540207559,0.0,1.5932550136313832,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-1.3243671504949472,-1.3471166360707625,70
-0.2836762631970003,1.2734840627314847,0.32901700597646893,0.0,0.0,1.3935065357278664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7095264315461867,0.0,0.0,-0.06639199484502918,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0842663075690706,0.8887394319759004,-1.33594435318656,-1.3852851207474823,0.0,-1.2274903452824542,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,-0.7176141441472844,1.0221173351145625,-1.2134469638492702,0.0,1.5932550136313832,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,0.5699926463967655,-1.3471166360707625,72
1.6893847564274964,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-1.7051407456540382,0.0,-1.254665943931266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375997152654919,-0.10398055164397958,-1.33594435318656,-1.3852851207474823,0.0,-1.2274903452824542,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6168752933623898,-0.7176141441472844,-0.7846647489656775,-0.3522910540207559,0.0,1.5932550136313832,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,-0.6273267544954659,64
-0.2836762631970003,1.2734840627314847,1.8996076194113114,0.0,0.0,1.3935065357278664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7095264315461867,0.0,0.0,0.7529823805594753,0.0,1.4857411105833553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0842663075690706,-0.10398055164397958,-0.2612419005436359,0.1221434192487027,0.0,0.1481688235169296,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,-0.7846647489656775,0.5088648558077583,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,0.5699926463967655,0.8122530086551271,69
0.7028542466152481,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.06639199484502918,0.0,-1.254665943931266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586542254292426,0.8887394319759004,-0.2612419005436359,0.1221434192487027,0.0,1.5238279923163134,0.0,-1.211731275046918,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6168752933623898,-0.7176141441472844,-1.2363602699857374,-1.2134469638492702,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,0.8122530086551271,52
-0.2836762631970003,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.8857663702495338,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0842663075690706,-1.0967005352638595,-1.33594435318656,-1.3852851207474823,0.0,-1.2274903452824542,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6168752933623898,-0.7176141441472844,-0.7846647489656775,-0.3522910540207559,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,-0.6273267544954659,67
0.7028542466152481,1.2734840627314847,1.8996076194113114,0.0,0.0,1.3935065357278664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7095264315461867,0.0,0.0,0.7529823805594753,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375997152654919,0.8887394319759004,0.8134605520992882,0.1221434192487027,0.0,0.1481688235169296,0.0,-1.211731275046918,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,0.5704218140945024,0.5088648558077583,0.0,-0.6276459144608478,0.0,1.6746675127306578,0.0,0.0,0.0,0.0,0.0,1.5171725448426219,1.5320428902304235,65
0.7028542466152481,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,0.7529823805594753,0.0,1.4857411105833553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375905768565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586542254292426,-0.10398055164397958,-0.2612419005436359,1.6295719592448876,0.0,2.2116575767160054,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,-0.7176141441472844,-0.7846647489656775,0.5088648558077583,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,0.8122530086551271,71
-0.2836762631970003,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,1.57235675596398,0.0,1.4857411105833553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375905768565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0842663075690706,-1.0967005352638595,-0.2612419005436359,0.1221434192487027,0.0,0.1481688235169296,0.0,0.8252654863276352,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,-0.7846647489656775,-0.3522910540207559,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,1.5320428902304235,58
0.7028542466152481,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.8857663702495338,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375997152654919,-1.0967005352638595,-0.2612419005436359,0.1221434192487027,0.0,-1.2274903452824542,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,-0.7176141441472844,-0.7846647489656775,-1.6440249187635272,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,-1.3471166360707625,42
-0.2836762631970003,1.2734840627314847,0.32901700597646893,0.0,0.0,1.3935065357278664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7095264315461867,0.0,0.0,-0.8857663702495338,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910630177109165,-0.10398055164397958,-0.2612419005436359,-1.3852851207474823,0.0,0.1481688235169296,0.0,0.8252654863276352,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,-0.7176141441472844,-0.7846647489656775,0.5088648558077583,0.0,-0.6276459144608478,0.0,1.6746675127306578,0.0,0.0,0.0,0.0,0.0,1.0435825956196936,0.8122530086551271,57
-0.2836762631970003,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.8857663702495338,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586542254292426,-0.10398055164397958,0.8134605520992882,0.1221434192487027,0.0,0.1481688235169296,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,0.5704218140945024,-1.6440249187635272,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,0.5699926463967655,0.09246312707983052,70
0.7028542466152481,1.2734840627314847,0.32901700597646893,0.0,0.0,1.3935065357278664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7095264315461867,0.0,0.0,-0.8857663702495338,0.0,-1.254665943931266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375905768565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375997152654919,-0.10398055164397958,-0.2612419005436359,1.6295719592448876,0.0,0.1481688235169296,0.0,-1.211731275046918,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,-0.7176141441472844,1.0221173351145625,-1.6440249187635272,0.0,-0.6276459144608478,0.0,1.6746675127306578,0.0,0.0,0.0,0.0,0.0,1.0435825956196936,0.8122530086551271,79
-0.2836762631970003,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-1.7051407456540382,0.0,-1.254665943931266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586542254292426,-0.10398055164397958,-0.2612419005436359,0.1221434192487027,0.0,0.1481688235169296,0.0,-1.211731275046918,-0.9650376728002198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,1.3935065357278664,-0.7846647489656775,0.5088648558077583,0.0,1.5932550136313832,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,-1.3471166360707625,71
-1.2702067730092486,-0.7852473613647813,-0.7180434029800927,0.0,0.0,-0.7176141441472844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849573200781383,0.0,0.0,-0.8857663702495338,0.0,-0.34119692575972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6956083436402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586542254292426,-0.10398055164397958,0.8134605520992882,0.1221434192487027,0.0,0.1481688235169296,0.0,0.8252654863276352,1.0362289765313835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6184768881714059,-0.7176141441472844,1.0221173351145625,0.5088648558077583,0.0,-0.6276459144608478,0.0,-0.5971334562819772,0.0,0.0,0.0,0.0,0.0,-0.850777201272019,0.09246312707983052,54
